Date,close_Pulp,open_Pulp,high_Pulp,low_Pulp
2014-05-19,109.37,109.82,110.33,109.3
2014-05-20,109.69,109.33,110.0,109.1
2014-05-21,110.55,109.76,110.73,109.7
2014-05-22,110.36,110.49,111.04,110.17
2014-05-23,110.54,110.38,110.7,110.25
2014-05-24,110.54,110.38,110.7,110.25
2014-05-25,110.54,110.38,110.7,110.25
2014-05-26,110.32,110.4,110.55,109.75
2014-05-27,110.02,110.35,110.8,109.71
2014-05-28,109.81,110.22,110.4,109.41
2014-05-29,109.97,109.89,110.46,109.72
2014-05-30,109.41,110.02,110.13,109.22
2014-05-31,109.41,110.02,110.13,109.22
2014-06-01,109.41,110.02,110.13,109.22
2014-06-02,108.83,109.7,109.87,108.62
2014-06-03,108.82,108.8,108.98,108.32
2014-06-04,108.4,108.89,109.5,108.07
2014-06-05,108.79,108.13,108.96,107.77
2014-06-06,108.61,108.85,109.31,108.46
2014-06-07,108.61,108.85,109.31,108.46
2014-06-08,108.61,108.85,109.31,108.46
2014-06-09,109.99,108.68,110.16,108.55
2014-06-10,109.52,109.95,110.32,109.1
2014-06-11,109.95,109.61,110.25,109.44
2014-06-12,113.02,110.09,113.34,110.0
2014-06-13,113.41,113.75,114.69,112.75
2014-06-14,113.41,113.75,114.69,112.75
2014-06-15,113.41,113.75,114.69,112.75
2014-06-16,112.94,112.73,113.28,112.33
2014-06-17,113.45,112.97,113.8,112.16
2014-06-18,114.26,113.46,114.54,113.05
2014-06-19,115.06,114.22,115.71,114.15
2014-06-20,114.81,114.92,115.11,114.43
2014-06-21,114.81,114.92,115.11,114.43
2014-06-22,114.81,114.92,115.11,114.43
2014-06-23,114.12,114.99,115.66,113.86
2014-06-24,114.46,113.9,114.83,113.55
2014-06-25,114.0,114.31,114.65,113.23
2014-06-26,113.21,114.24,114.29,113.0
2014-06-27,113.3,113.07,113.71,112.9
2014-06-28,113.3,113.07,113.71,112.9
2014-06-29,113.3,113.07,113.71,112.9
2014-06-30,112.36,113.3,113.3,112.16
2014-07-01,112.29,112.5,112.83,111.85
2014-07-02,111.24,112.19,112.42,110.92
2014-07-03,111.0,111.0,111.17,110.53
2014-07-04,110.64,111.05,111.29,110.56
2014-07-05,110.64,111.05,111.29,110.56
2014-07-06,110.64,111.05,111.29,110.56
2014-07-07,110.24,110.65,110.92,109.88
2014-07-08,108.94,110.0,110.16,108.69
2014-07-09,108.28,108.97,109.0,108.12
2014-07-10,108.67,108.15,108.88,107.76
2014-07-11,106.66,108.58,108.74,106.27
2014-07-12,106.66,108.58,108.74,106.27
2014-07-13,106.66,108.58,108.74,106.27
2014-07-14,106.98,106.42,107.5,106.21
2014-07-15,106.02,106.81,106.9,104.39
2014-07-16,105.85,105.9,106.58,105.72
2014-07-17,107.89,107.13,108.6,106.8
2014-07-18,107.24,108.5,108.62,106.94
2014-07-19,107.24,108.5,108.62,106.94
2014-07-20,107.24,108.5,108.62,106.94
2014-07-21,107.68,107.15,107.87,106.79
2014-07-22,107.33,107.8,108.4,106.83
2014-07-23,108.03,106.87,108.25,106.87
2014-07-24,107.07,108.15,108.21,106.83
2014-07-25,108.39,107.2,108.46,106.73
2014-07-26,108.39,107.2,108.46,106.73
2014-07-27,108.39,107.2,108.46,106.73
2014-07-28,107.57,108.3,108.38,107.01
2014-07-29,107.72,107.46,108.05,107.13
2014-07-30,106.51,107.5,107.86,105.84
2014-07-31,106.02,106.06,106.59,105.41
2014-08-01,104.84,105.6,106.12,104.39
2014-08-02,104.84,105.6,106.12,104.39
2014-08-03,104.84,105.6,106.12,104.39
2014-08-04,105.41,104.82,105.71,104.52
2014-08-05,104.61,105.5,105.65,104.07
2014-08-06,104.59,104.88,105.44,104.54
2014-08-07,105.44,104.64,105.92,104.16
2014-08-08,105.02,105.67,106.85,104.67
2014-08-09,105.02,105.67,106.85,104.67
2014-08-10,105.02,105.67,106.85,104.67
2014-08-11,104.68,105.0,105.43,104.35
2014-08-12,103.02,104.5,104.61,102.65
2014-08-13,104.28,102.84,104.35,102.37
2014-08-14,102.01,104.06,104.33,101.92
2014-08-15,103.53,102.05,103.76,102.05
2014-08-16,103.53,102.05,103.76,102.05
2014-08-17,103.53,102.05,103.76,102.05
2014-08-18,101.6,103.21,103.3,101.11
2014-08-19,101.56,101.62,102.07,101.07
2014-08-20,102.28,101.5,102.37,101.44
2014-08-21,102.63,102.14,102.79,101.21
2014-08-22,102.29,102.67,102.83,102.0
2014-08-23,102.29,102.67,102.83,102.0
2014-08-24,102.29,102.67,102.83,102.0
2014-08-25,102.65,102.1,102.82,101.65
2014-08-26,102.5,102.71,103.4,102.35
2014-08-27,102.72,102.42,103.07,102.05
2014-08-28,102.46,102.54,103.2,102.25
2014-08-29,103.19,102.51,103.3,102.49
2014-08-30,103.19,102.51,103.3,102.49
2014-08-31,103.19,102.51,103.3,102.49
2014-09-01,102.79,102.95,103.3,102.56
2014-09-02,100.34,102.64,102.86,100.17
2014-09-03,102.77,100.4,103.13,100.4
2014-09-04,101.83,102.41,102.95,101.7
2014-09-05,100.82,101.87,102.44,100.35
2014-09-06,100.82,101.87,102.44,100.35
2014-09-07,100.82,101.87,102.44,100.35
2014-09-08,100.2,100.8,101.0,99.36
2014-09-09,99.16,100.2,100.62,99.03
2014-09-10,98.04,99.35,99.47,97.6
2014-09-11,98.08,98.12,98.49,96.72
2014-09-12,97.11,98.25,98.8,96.83
2014-09-13,97.11,98.25,98.8,96.83
2014-09-14,97.11,98.25,98.8,96.83
2014-09-15,96.65,96.9,97.33,96.21
2014-09-16,99.05,97.96,99.45,97.44
2014-09-17,98.97,98.95,99.61,98.51
2014-09-18,97.7,98.69,99.14,97.42
2014-09-19,98.39,97.65,98.49,97.18
2014-09-20,98.39,97.65,98.49,97.18
2014-09-21,98.39,97.65,98.49,97.18
2014-09-22,96.97,98.5,98.5,96.38
2014-09-23,96.85,96.91,97.59,96.55
2014-09-24,96.95,96.89,97.33,95.6
2014-09-25,97.0,97.03,97.56,96.22
2014-09-26,97.0,97.11,97.5,96.46
2014-09-27,97.0,97.11,97.5,96.46
2014-09-28,97.0,97.11,97.5,96.46
2014-09-29,97.2,96.81,97.34,96.27
2014-09-30,94.67,97.15,97.8,94.24
2014-10-01,94.16,94.77,96.23,93.78
2014-10-02,93.42,94.3,94.37,91.55
2014-10-03,92.31,93.75,94.06,91.48
2014-10-04,92.31,93.75,94.06,91.48
2014-10-05,92.31,93.75,94.06,91.48
2014-10-06,92.79,91.9,93.21,91.25
2014-10-07,92.11,92.81,92.99,91.4
2014-10-08,91.38,91.89,91.89,90.57
2014-10-09,90.05,91.62,91.85,88.42
2014-10-10,90.21,89.1,90.49,88.11
2014-10-11,90.21,89.1,90.49,88.11
2014-10-12,90.21,89.1,90.49,88.11
2014-10-13,88.89,89.89,90.18,87.74
2014-10-14,85.04,88.23,88.74,84.48
2014-10-15,83.78,85.54,85.62,83.02
2014-10-16,84.47,83.45,85.0,82.6
2014-10-17,86.16,86.5,87.34,85.49
2014-10-18,86.16,86.5,87.34,85.49
2014-10-19,86.16,86.5,87.34,85.49
2014-10-20,85.4,86.35,86.7,84.41
2014-10-21,86.22,85.13,86.49,85.1
2014-10-22,84.71,86.46,87.07,84.47
2014-10-23,86.83,84.71,87.19,84.12
2014-10-24,86.13,86.78,86.78,85.29
2014-10-25,86.13,86.78,86.78,85.29
2014-10-26,86.13,86.78,86.78,85.29
2014-10-27,85.83,86.08,86.25,84.55
2014-10-28,86.03,85.5,86.38,85.08
2014-10-29,87.12,86.1,87.94,86.06
2014-10-30,86.24,86.93,87.1,85.71
2014-10-31,85.86,86.02,86.25,84.6
2014-11-01,85.86,86.02,86.25,84.6
2014-11-02,85.86,86.02,86.25,84.6
2014-11-03,84.78,85.85,86.4,84.01
2014-11-04,82.82,84.21,84.43,82.08
2014-11-05,82.95,82.78,84.45,81.63
2014-11-06,82.86,83.1,83.27,82.05
2014-11-07,83.39,82.67,83.86,82.16
2014-11-08,83.39,82.67,83.86,82.16
2014-11-09,83.39,82.67,83.86,82.16
2014-11-10,82.34,83.26,84.97,81.88
2014-11-11,81.67,82.13,82.38,80.46
2014-11-12,80.38,81.25,81.65,79.72
2014-11-13,77.92,79.97,80.2,77.83
2014-11-14,79.41,77.67,79.75,76.76
2014-11-15,79.41,77.67,79.75,76.76
2014-11-16,79.41,77.67,79.75,76.76
2014-11-17,79.31,79.5,79.6,77.94
2014-11-18,78.47,79.01,79.95,78.21
2014-11-19,78.1,78.41,79.45,78.04
2014-11-20,79.33,78.16,79.95,77.56
2014-11-21,80.36,79.95,81.61,79.07
2014-11-22,80.36,79.95,81.61,79.07
2014-11-23,80.36,79.95,81.61,79.07
2014-11-24,79.68,80.5,80.85,79.4
2014-11-25,78.33,79.45,80.44,78.05
2014-11-26,77.75,78.28,78.86,77.3
2014-11-27,72.58,77.4,77.46,71.25
2014-11-28,70.15,72.58,73.41,69.78
2014-11-29,70.15,72.58,73.41,69.78
2014-11-30,70.15,72.58,73.41,69.78
2014-12-01,72.54,70.15,73.02,67.53
2014-12-02,70.54,72.51,73.03,70.4
2014-12-03,69.92,70.95,71.46,69.5
2014-12-04,69.64,70.15,70.6,68.81
2014-12-05,69.07,69.53,69.82,68.1
2014-12-06,69.07,69.53,69.82,68.1
2014-12-07,69.07,69.53,69.82,68.1
2014-12-08,66.19,68.79,68.79,65.93
2014-12-09,66.84,66.0,67.04,65.29
2014-12-10,64.24,66.25,66.36,63.56
2014-12-11,63.68,64.47,65.13,63.05
2014-12-12,61.85,63.01,63.66,61.35
2014-12-13,61.85,63.01,63.66,61.35
2014-12-14,61.85,63.01,63.66,61.35
2014-12-15,61.06,61.2,63.25,60.2
2014-12-16,59.86,60.65,61.01,58.5
2014-12-17,61.18,59.9,63.4,58.71
2014-12-18,59.27,60.94,63.7,59.17
2014-12-19,61.38,59.85,62.66,59.05
2014-12-20,61.38,59.85,62.66,59.05
2014-12-21,61.38,59.85,62.66,59.05
2014-12-22,60.11,61.99,62.97,59.84
2014-12-23,61.69,60.24,62.14,59.84
2014-12-24,60.24,61.63,61.71,59.37
2014-12-25,60.24,61.63,61.71,59.37
2014-12-26,59.45,60.19,60.97,59.21
2014-12-27,59.45,60.19,60.97,59.21
2014-12-28,59.45,60.19,60.97,59.21
2014-12-29,57.88,59.65,60.43,57.37
2014-12-30,57.9,57.93,58.39,56.74
2014-12-31,57.33,57.35,57.68,55.81
2015-01-01,57.33,57.35,57.68,55.81
2015-01-02,56.42,58.02,58.54,55.48
2015-01-03,56.42,58.02,58.54,55.48
2015-01-04,56.42,58.02,58.54,55.48
2015-01-05,53.11,56.25,56.3,52.66
2015-01-06,51.1,53.2,53.6,50.52
2015-01-07,51.15,51.15,51.84,49.66
2015-01-08,50.96,51.06,51.91,49.81
2015-01-09,50.11,51.25,51.44,48.9
2015-01-10,50.11,51.25,51.44,48.9
2015-01-11,50.11,51.25,51.44,48.9
2015-01-12,47.43,49.93,49.98,47.16
2015-01-13,46.59,47.06,47.29,45.19
2015-01-14,48.69,46.84,49.21,45.59
2015-01-15,47.67,48.68,50.62,47.0
2015-01-16,50.17,48.25,50.41,48.07
2015-01-17,50.17,48.25,50.41,48.07
2015-01-18,50.17,48.25,50.41,48.07
2015-01-19,48.84,50.1,50.35,48.68
2015-01-20,47.99,48.91,49.48,47.78
2015-01-21,49.03,48.29,49.59,48.21
2015-01-22,48.52,48.6,50.45,48.02
2015-01-23,48.79,49.11,49.8,48.55
2015-01-24,48.79,49.11,49.8,48.55
2015-01-25,48.79,49.11,49.8,48.55
2015-01-26,48.16,48.56,49.29,47.57
2015-01-27,49.6,48.25,49.99,47.67
2015-01-28,48.47,49.1,49.72,48.29
2015-01-29,49.13,48.69,49.25,48.37
2015-01-30,52.99,49.15,53.08,48.76
2015-01-31,52.99,49.15,53.08,48.76
2015-02-01,52.99,49.15,53.08,48.76
2015-02-02,54.75,52.68,55.62,51.41
2015-02-03,57.91,55.0,59.0,54.84
2015-02-04,54.16,57.19,58.06,53.5
2015-02-05,56.57,54.8,57.87,53.07
2015-02-06,57.8,56.74,59.06,56.71
2015-02-07,57.8,56.74,59.06,56.71
2015-02-08,57.8,56.74,59.06,56.71
2015-02-09,58.34,57.93,59.61,57.3
2015-02-10,56.43,57.79,58.57,56.11
2015-02-11,54.66,56.81,57.0,53.91
2015-02-12,57.05,55.12,57.5,54.72
2015-02-13,61.52,59.27,61.77,59.08
2015-02-14,61.52,59.27,61.77,59.08
2015-02-15,61.52,59.27,61.77,59.08
2015-02-16,61.4,61.49,62.57,60.71
2015-02-17,62.53,61.68,63.0,60.27
2015-02-18,60.53,62.3,62.46,59.25
2015-02-19,60.21,59.54,60.99,57.8
2015-02-20,60.22,60.2,61.15,59.82
2015-02-21,60.22,60.2,61.15,59.82
2015-02-22,60.22,60.2,61.15,59.82
2015-02-23,58.9,60.3,60.67,58.37
2015-02-24,58.66,59.09,60.3,58.1
2015-02-25,61.63,58.75,62.2,58.41
2015-02-26,60.05,61.85,62.63,59.66
2015-02-27,62.58,60.75,62.83,60.51
2015-02-28,62.58,60.75,62.83,60.51
2015-03-01,62.58,60.75,62.83,60.51
2015-03-02,59.54,62.5,62.5,59.34
2015-03-03,61.02,60.0,61.81,59.84
2015-03-04,60.55,60.85,60.94,59.47
2015-03-05,60.48,60.6,61.57,60.08
2015-03-06,59.73,60.75,61.3,59.17
2015-03-07,59.73,60.75,61.3,59.17
2015-03-08,59.73,60.75,61.3,59.17
2015-03-09,58.53,59.62,60.02,58.38
2015-03-10,56.39,58.37,58.72,56.12
2015-03-11,57.54,56.45,57.95,55.92
2015-03-12,57.08,57.92,58.81,56.51
2015-03-13,54.67,57.03,57.4,54.43
2015-03-14,54.67,57.03,57.4,54.43
2015-03-15,54.67,57.03,57.4,54.43
2015-03-16,53.44,54.41,54.64,52.5
2015-03-17,53.51,54.1,54.38,52.57
2015-03-18,55.91,53.28,56.84,52.68
2015-03-19,54.43,56.18,56.2,53.91
2015-03-20,55.32,54.46,55.67,53.55
2015-03-21,55.32,54.46,55.67,53.55
2015-03-22,55.32,54.46,55.67,53.55
2015-03-23,55.92,55.24,56.19,54.12
2015-03-24,55.11,55.83,56.79,54.85
2015-03-25,56.48,55.09,57.17,54.7
2015-03-26,59.19,56.35,59.78,56.3
2015-03-27,56.41,58.97,59.04,55.95
2015-03-28,56.41,58.97,59.04,55.95
2015-03-29,56.41,58.97,59.04,55.95
2015-03-30,56.29,55.96,56.65,55.2
2015-03-31,55.11,56.31,56.33,54.72
2015-04-01,57.1,55.18,57.69,54.7
2015-04-02,54.95,56.72,57.28,54.0
2015-04-03,54.95,56.72,57.28,54.0
2015-04-04,54.95,56.72,57.28,54.0
2015-04-05,54.95,56.72,57.28,54.0
2015-04-06,58.12,55.18,58.24,55.08
2015-04-07,59.1,57.8,59.27,57.02
2015-04-08,55.55,58.3,58.72,55.45
2015-04-09,56.57,56.1,58.02,55.97
2015-04-10,57.87,56.84,58.12,56.25
2015-04-11,57.87,56.84,58.12,56.25
2015-04-12,57.87,56.84,58.12,56.25
2015-04-13,57.93,58.02,59.54,57.46
2015-04-14,58.43,58.17,59.24,57.76
2015-04-15,60.32,58.74,60.45,58.74
2015-04-16,63.98,62.9,64.95,62.0
2015-04-17,63.45,64.02,64.5,62.95
2015-04-18,63.45,64.02,64.5,62.95
2015-04-19,63.45,64.02,64.5,62.95
2015-04-20,63.45,63.85,64.4,62.1
2015-04-21,62.08,63.52,63.52,61.65
2015-04-22,62.73,61.9,63.33,61.39
2015-04-23,64.85,62.88,65.58,62.22
2015-04-24,65.28,64.75,65.8,64.48
2015-04-25,65.28,64.75,65.8,64.48
2015-04-26,65.28,64.75,65.8,64.48
2015-04-27,64.83,65.47,65.61,64.4
2015-04-28,64.64,64.74,65.49,63.9
2015-04-29,65.84,64.64,66.72,64.13
2015-04-30,66.78,65.63,66.93,65.37
2015-05-01,66.46,66.78,66.93,65.52
2015-05-02,66.46,66.78,66.93,65.52
2015-05-03,66.46,66.78,66.93,65.52
2015-05-04,66.45,66.4,67.1,65.95
2015-05-05,67.52,66.33,68.4,66.14
2015-05-06,67.77,67.71,69.63,67.35
2015-05-07,65.54,67.37,68.49,65.17
2015-05-08,65.39,65.64,66.12,64.23
2015-05-09,65.39,65.64,66.12,64.23
2015-05-10,65.39,65.64,66.12,64.23
2015-05-11,64.91,65.37,65.75,64.25
2015-05-12,66.86,64.77,67.46,64.68
2015-05-13,66.81,67.32,68.17,66.41
2015-05-14,66.59,66.54,67.29,66.25
2015-05-15,66.81,66.75,67.0,65.37
2015-05-16,66.81,66.75,67.0,65.37
2015-05-17,66.81,66.75,67.0,65.37
2015-05-18,66.27,66.91,67.88,65.92
2015-05-19,64.02,66.19,66.39,63.95
2015-05-20,65.03,64.49,65.18,64.1
2015-05-21,66.54,64.89,66.88,64.83
2015-05-22,65.37,66.59,66.64,65.1
2015-05-23,65.37,66.59,66.64,65.1
2015-05-24,65.37,66.59,66.64,65.1
2015-05-25,65.52,65.56,66.22,64.72
2015-05-26,63.72,65.7,65.7,63.29
2015-05-27,62.06,63.89,64.67,61.96
2015-05-28,62.58,62.2,62.95,61.24
2015-05-29,65.56,62.89,65.83,62.68
2015-05-30,65.56,62.89,65.83,62.68
2015-05-31,65.56,62.89,65.83,62.68
2015-06-01,64.88,65.59,65.8,64.25
2015-06-02,65.49,64.9,65.88,64.58
2015-06-03,63.8,65.38,65.4,63.5
2015-06-04,62.03,63.81,64.08,61.78
2015-06-05,63.31,62.08,63.43,60.94
2015-06-06,63.31,62.08,63.43,60.94
2015-06-07,63.31,62.08,63.43,60.94
2015-06-08,62.69,63.06,63.38,62.47
2015-06-09,64.88,62.81,65.23,62.72
2015-06-10,65.7,65.04,66.36,64.88
2015-06-11,65.11,65.57,66.06,64.5
2015-06-12,63.87,64.87,64.95,63.68
2015-06-13,63.87,64.87,64.95,63.68
2015-06-14,63.87,64.87,64.95,63.68
2015-06-15,62.61,63.62,63.96,62.24
2015-06-16,63.7,63.8,64.41,63.42
2015-06-17,63.87,63.6,65.47,62.6
2015-06-18,64.26,63.74,64.96,63.44
2015-06-19,63.02,64.2,64.56,62.34
2015-06-20,63.02,64.2,64.56,62.34
2015-06-21,63.02,64.2,64.56,62.34
2015-06-22,63.34,62.57,63.74,62.1
2015-06-23,64.45,63.21,64.89,62.76
2015-06-24,63.49,64.66,65.05,63.01
2015-06-25,63.2,63.5,63.95,62.72
2015-06-26,63.26,63.34,63.62,62.5
2015-06-27,63.26,63.34,63.62,62.5
2015-06-28,63.26,63.34,63.62,62.5
2015-06-29,62.01,62.85,62.96,61.35
2015-06-30,63.59,61.77,63.83,61.71
2015-07-01,62.01,63.02,63.35,61.84
2015-07-02,62.07,61.92,63.2,61.75
2015-07-03,60.32,61.73,62.06,60.12
2015-07-04,60.32,61.73,62.06,60.12
2015-07-05,60.32,61.73,62.06,60.12
2015-07-06,56.54,60.0,60.0,56.38
2015-07-07,56.85,56.85,57.83,55.1
2015-07-08,57.05,57.25,57.75,55.87
2015-07-09,58.61,57.1,59.27,57.01
2015-07-10,58.73,58.49,59.66,57.86
2015-07-11,58.73,58.49,59.66,57.86
2015-07-12,58.73,58.49,59.66,57.86
2015-07-13,57.85,58.35,58.83,56.84
2015-07-14,58.51,57.71,58.82,56.43
2015-07-15,57.05,58.63,58.81,56.86
2015-07-16,57.51,57.31,58.21,56.95
2015-07-17,57.1,56.93,57.35,56.4
2015-07-18,57.1,56.93,57.35,56.4
2015-07-19,57.1,56.93,57.35,56.4
2015-07-20,56.65,57.12,57.44,56.33
2015-07-21,57.04,56.55,57.44,56.33
2015-07-22,56.13,56.88,56.9,55.92
2015-07-23,55.27,56.04,56.53,55.1
2015-07-24,54.62,55.39,55.6,54.3
2015-07-25,54.62,55.39,55.6,54.3
2015-07-26,54.62,55.39,55.6,54.3
2015-07-27,53.47,54.45,54.89,52.83
2015-07-28,53.3,53.08,54.08,52.28
2015-07-29,53.38,52.99,54.33,52.51
2015-07-30,53.31,53.6,54.38,53.02
2015-07-31,52.21,53.43,53.47,51.63
2015-08-01,52.21,53.43,53.47,51.63
2015-08-02,52.21,53.43,53.47,51.63
2015-08-03,49.52,51.55,52.01,49.36
2015-08-04,49.99,49.7,50.45,49.58
2015-08-05,49.59,50.14,50.99,49.02
2015-08-06,49.52,49.72,49.83,48.88
2015-08-07,48.61,49.62,50.06,48.42
2015-08-08,48.61,49.62,50.06,48.42
2015-08-09,48.61,49.62,50.06,48.42
2015-08-10,50.41,48.43,50.49,48.24
2015-08-11,49.18,50.22,51.1,48.61
2015-08-12,49.66,49.38,50.01,48.72
2015-08-13,49.22,49.82,50.39,48.85
2015-08-14,49.03,49.11,49.52,48.8
2015-08-15,49.03,49.11,49.52,48.8
2015-08-16,49.03,49.11,49.52,48.8
2015-08-17,48.74,48.76,49.44,48.35
2015-08-18,48.81,48.55,49.04,48.25
2015-08-19,47.16,48.5,49.11,46.78
2015-08-20,46.62,47.03,47.38,46.03
2015-08-21,45.46,46.34,46.51,45.07
2015-08-22,45.46,46.34,46.51,45.07
2015-08-23,45.46,46.34,46.51,45.07
2015-08-24,42.69,45.35,45.46,42.23
2015-08-25,43.21,42.79,44.5,42.68
2015-08-26,43.14,43.32,43.76,42.81
2015-08-27,47.56,43.75,47.75,43.7
2015-08-28,50.05,47.4,50.98,46.61
2015-08-29,50.05,47.4,50.98,46.61
2015-08-30,50.05,47.4,50.98,46.61
2015-08-31,54.15,50.05,54.32,48.25
2015-09-01,49.56,52.92,53.47,48.47
2015-09-02,50.5,48.62,51.0,47.74
2015-09-03,50.68,50.58,52.46,49.82
2015-09-04,49.61,50.69,51.05,49.25
2015-09-05,49.61,50.69,51.05,49.25
2015-09-06,49.61,50.69,51.05,49.25
2015-09-07,47.63,49.27,49.44,47.5
2015-09-08,49.52,47.76,49.85,47.64
2015-09-09,47.58,49.39,50.04,47.32
2015-09-10,48.89,47.46,48.95,46.76
2015-09-11,48.14,48.64,48.98,47.16
2015-09-12,48.14,48.64,48.98,47.16
2015-09-13,48.14,48.64,48.98,47.16
2015-09-14,46.37,48.08,48.35,46.26
2015-09-15,46.63,46.65,46.9,45.98
2015-09-16,49.75,48.06,50.34,47.71
2015-09-17,49.08,49.98,50.14,48.32
2015-09-18,47.47,49.26,49.75,47.16
2015-09-19,47.47,49.26,49.75,47.16
2015-09-20,47.47,49.26,49.75,47.16
2015-09-21,48.92,47.64,48.99,47.48
2015-09-22,49.08,48.5,49.21,47.7
2015-09-23,47.75,49.08,50.25,47.68
2015-09-24,48.17,47.88,48.47,47.4
2015-09-25,48.6,48.17,49.1,47.86
2015-09-26,48.6,48.17,49.1,47.86
2015-09-27,48.6,48.17,49.1,47.86
2015-09-28,47.34,48.34,48.44,47.25
2015-09-29,48.23,47.45,48.65,47.25
2015-09-30,48.37,47.96,49.0,47.79
2015-10-01,47.69,48.4,49.84,47.62
2015-10-02,48.13,47.99,48.5,46.93
2015-10-03,48.13,47.99,48.5,46.93
2015-10-04,48.13,47.99,48.5,46.93
2015-10-05,49.25,48.08,49.87,47.84
2015-10-06,51.92,49.35,52.26,48.86
2015-10-07,51.33,52.15,53.15,51.21
2015-10-08,53.05,51.76,53.52,51.28
2015-10-09,52.65,53.35,54.05,52.21
2015-10-10,52.65,53.35,54.05,52.21
2015-10-11,52.65,53.35,54.05,52.21
2015-10-12,49.86,52.64,53.31,49.77
2015-10-13,49.24,50.27,50.7,48.88
2015-10-14,49.15,49.22,49.52,48.71
2015-10-15,48.71,49.01,49.38,48.21
2015-10-16,50.46,50.21,50.7,49.31
2015-10-17,50.46,50.21,50.7,49.31
2015-10-18,50.46,50.21,50.7,49.31
2015-10-19,48.61,50.38,50.68,48.57
2015-10-20,48.71,48.83,49.2,48.22
2015-10-21,47.85,48.58,48.65,47.5
2015-10-22,48.08,47.96,48.73,47.65
2015-10-23,47.99,48.32,48.65,47.45
2015-10-24,47.99,48.32,48.65,47.45
2015-10-25,47.99,48.32,48.65,47.45
2015-10-26,47.54,48.0,48.33,47.3
2015-10-27,46.81,47.43,47.57,46.41
2015-10-28,49.05,46.91,49.23,46.61
2015-10-29,48.8,49.15,49.38,48.17
2015-10-30,49.56,48.66,50.0,48.28
2015-10-31,49.56,48.66,50.0,48.28
2015-11-01,49.56,48.66,50.0,48.28
2015-11-02,48.79,49.5,49.69,48.61
2015-11-03,50.54,48.9,50.91,48.46
2015-11-04,48.58,50.25,50.87,48.49
2015-11-05,47.98,48.84,49.0,47.93
2015-11-06,47.42,48.05,48.58,47.27
2015-11-07,47.42,48.05,48.58,47.27
2015-11-08,47.42,48.05,48.58,47.27
2015-11-09,47.19,47.46,48.41,47.01
2015-11-10,47.44,47.32,47.86,46.96
2015-11-11,45.81,47.08,47.73,45.62
2015-11-12,44.06,45.92,46.27,43.89
2015-11-13,43.61,44.08,44.85,43.57
2015-11-14,43.61,44.08,44.85,43.57
2015-11-15,43.61,44.08,44.85,43.57
2015-11-16,44.56,44.7,45.18,43.15
2015-11-17,43.57,44.7,45.1,43.5
2015-11-18,44.14,43.97,44.74,43.34
2015-11-19,44.18,44.3,44.76,43.7
2015-11-20,44.66,44.38,45.5,44.06
2015-11-21,44.66,44.38,45.5,44.06
2015-11-22,44.66,44.38,45.5,44.06
2015-11-23,44.83,44.46,45.73,43.57
2015-11-24,46.12,45.11,46.5,44.92
2015-11-25,46.17,46.04,46.5,45.03
2015-11-26,45.46,46.23,46.32,45.0
2015-11-27,44.86,45.57,45.63,44.79
2015-11-28,44.86,45.57,45.63,44.79
2015-11-29,44.86,45.57,45.63,44.79
2015-11-30,44.61,44.86,45.75,44.44
2015-12-01,44.44,44.62,45.18,44.03
2015-12-02,42.49,44.32,44.64,42.43
2015-12-03,43.84,42.77,44.69,42.61
2015-12-04,43.0,43.98,44.82,42.67
2015-12-05,43.0,43.98,44.82,42.67
2015-12-06,43.0,43.98,44.82,42.67
2015-12-07,40.73,43.26,43.26,40.6
2015-12-08,40.26,40.82,41.45,39.81
2015-12-09,40.11,40.63,41.59,39.57
2015-12-10,39.73,40.44,40.7,39.46
2015-12-11,37.93,39.55,39.74,37.36
2015-12-12,37.93,39.55,39.74,37.36
2015-12-13,37.93,39.55,39.74,37.36
2015-12-14,37.92,37.85,38.43,36.33
2015-12-15,38.45,37.89,39.41,37.55
2015-12-16,37.19,38.09,38.45,37.11
2015-12-17,37.06,37.6,37.93,36.75
2015-12-18,36.88,36.81,37.73,36.41
2015-12-19,36.88,36.81,37.73,36.41
2015-12-20,36.88,36.81,37.73,36.41
2015-12-21,36.35,36.55,36.75,36.04
2015-12-22,36.11,36.36,36.72,35.98
2015-12-23,37.36,36.37,37.88,36.28
2015-12-24,37.89,37.77,38.1,36.91
2015-12-25,37.89,37.77,38.1,36.91
2015-12-26,37.89,37.77,38.1,36.91
2015-12-27,37.89,37.77,38.1,36.91
2015-12-28,36.62,37.84,37.95,36.41
2015-12-29,37.79,36.59,37.98,36.56
2015-12-30,36.46,37.29,37.55,36.35
2015-12-31,37.28,36.57,37.95,36.1
2016-01-01,37.28,36.57,37.95,36.1
2016-01-02,37.28,36.57,37.95,36.1
2016-01-03,37.28,36.57,37.95,36.1
2016-01-04,37.22,37.85,38.99,36.77
2016-01-05,36.42,37.27,37.57,36.24
2016-01-06,34.23,36.64,36.67,34.13
2016-01-07,33.75,34.52,34.74,32.16
2016-01-08,33.55,34.02,34.72,32.78
2016-01-09,33.55,34.02,34.72,32.78
2016-01-10,33.55,34.02,34.72,32.78
2016-01-11,31.55,33.34,33.38,31.17
2016-01-12,30.86,31.54,32.38,30.34
2016-01-13,30.31,30.82,31.92,29.96
2016-01-14,31.03,30.26,31.23,29.73
2016-01-15,28.94,31.0,31.02,28.82
